34000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
35000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
36000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
37000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
38000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
39000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
40000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
41000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
42000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
43000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
44000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
45000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
46000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
47000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
48000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
49000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
50000,S;For_S;S;For_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;1;S;C;Train;Worker;Up;25;S;For_S;S;C;Attack;Strongest
